Species,Type,Identifier,Title
"Maesa lanceolata",PMID,"23537889","Two new tryptophan derivatives from the seed kernels of Entada rheedei: effects on cell viability and HIV infectivity."
"Maesa lanceolata",PMID,"31560992","Bioguided identification of daucosterol, a compound that contributes to the cytotoxicity effects of Crateva adansonii DC (capparaceae) to prostate cancer cells."
"Maesa lanceolata",PMID,"34054358","An Efflux Pumps Inhibitor Significantly Improved the Antibacterial Activity of Botanicals from Plectranthus glandulosus towards MDR Phenotypes."
"Maesa lanceolata",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Maesa lanceolata",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Maesa lanceolata",PMID,"16766003","Three ent-trachylobane diterpenes from the leaf exudates of Psiadia punctulata."
"Maesa lanceolata",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Maesa lanceolata",PMID,"25279277","Antityphoid and radical scavenging properties of the methanol extracts and compounds from the aerial part of Paullinia pinnata."
"Maesa lanceolata",PMID,"10913855","The flavonoids of four Pistacia species in Egypt."
"Maesa lanceolata",PMID,"17499823","Anthraquinones from the stem bark of Stereospermum zenkeri with antimicrobial activity."
"Maesa lanceolata",PMID,"27584870","Quercus ilex L.: How season, Plant Organ and Extraction Procedure Can Influence Chemistry and Bioactivities."
"Maesa lanceolata",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Maesa lanceolata",PMID,"33949276","Potential of (Citrus nobilis Lour × Citrus deliciosa Tenora) metabolites on COVID-19 virus main protease supported by in silico analysis."
"Maesa lanceolata",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Maesa lanceolata",PMID,"23418169","Chemical constituents from Glyphaea brevis and Monodora myristica: chemotaxonomic significance."
"Maesa lanceolata",PMID,"36837917","Constituents of the Stem Bark of Trichilia monadelpha (Thonn.) J. J. De Wilde (Meliaceae) and Their Antibacterial and Antiplasmodial Activities."
"Maesa lanceolata",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Maesa lanceolata",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Maesa lanceolata",PMID,"24547806","New flavonoids C-glycosides from Rhabdophyllum arnoldianum."
"Maesa lanceolata",PMID,"11449469","Quercetin triglycoside from Capparis spinosa."
"Maesa lanceolata",PMID,"31274013","Contortamide, a new anti-colon cancer cerebroside and other constituents from Tabernaemontana contorta Stapf (Apocynaceae)."
"Maesa lanceolata",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Maesa lanceolata",PMID,"12648532","Ecdysteroids and other constituents from Sida spinosa L."
"Maesa lanceolata",PMID,"21612612","Antimicrobial activities of the methanol extract and compounds from Artocarpus communis (Moraceae)."
"Maesa lanceolata",PMID,"38125494","New lignan glycosides from Justicia secunda Vahl (Acanthaceae) with antimicrobial and antiparasitic properties."
"Maesa lanceolata",PMID,"11454355","Acylated flavonoid glycosides from Bassia muricata."
"Maesa lanceolata",PMID,"25277679","Antimicrobial steroidal saponin and oleanane-type triterpenoid saponins from Paullinia pinnata."
"Maesa lanceolata",PMID,"39140554","ERRATUM."
"Maesa lanceolata",PMID,"26802608","Ericoside, a new antibacterial biflavonoid from Erica mannii (Ericaceae)."
"Maesa lanceolata",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Maesa lanceolata",PMID,"8254349","Ethnobotanical drug discovery based on medicine men's trials in the African savanna: screening of east African plants for antimicrobial activity II."
"Maesa lanceolata",PMID,"37345499","Isolation and antibacterial activity of anomanol B and other secondary metabolites from the stem bark of Anonidium mannii (Annonaceae)."
"Maesa lanceolata",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Maesa lanceolata",PMID,"15186932","Larvicidal and mosquitocidal extracts, a coumarin, isoflavonoids and pterocarpans from Neorautanenia mitis."
"Maesa lanceolata",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Maesa lanceolata",PMID,"33244992","Antifungal potential of extracts, fractions and compounds from Uvaria comperei (Annonaceae) and Oxyanthus unilocularis (Rubiaceae)."
"Maesa lanceolata",PMID,"28065698","The structure of antrocarine E, an ergostane isolated from Antrocaryon klaineanum Pierre (Anacardiaceae)."
"Maesa lanceolata",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Maesa lanceolata",PMID,"31951477","Shoot aqueous extract of Manihot esculenta Crantz (cassava) acts as a protective agent against paracetamol-induced liver injury."
"Maesa lanceolata",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Maesa lanceolata",PMID,"16521111","Antioxidant flavonol glycosides from Schinus molle."
"Maesa lanceolata",PMID,"26320684","Antiplasmodial and cytotoxic activities of the constituents of Turraea robusta and Turraea nilotica."
"Maesa lanceolata",PMID,"9612958","A tannin anti-cancer promotor from Terminalia arjuna."
"Maesa lanceolata",PMID,"17295184","Pycnanthuquinone C: a new terpenoid-quinone from Pycnanthus angolensis."
"Maesa lanceolata",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Maesa lanceolata",PMID,"31170979","Antibacterial and antibiotic-modifying activities of fractions and compounds from Albizia adianthifolia against MDR Gram-negative enteric bacteria."
"Maesa lanceolata",DOI,"10.1016/j.fitote.2013.03.017","Two new tryptophan derivatives from the seed kernels of Entada rheedei: Effects on cell viability and HIV infectivity"
"Maesa lanceolata",DOI,"10.1016/j.phytol.2014.01.010","Antiplasmodial anthraquinones and hemisynthetic derivatives from the leaves of Tectona grandis (Verbenaceae)"
"Maesa lanceolata",DOI,"10.1016/0031-9422(83)80148-4","A chemosystematic study of some geraniaceae"
"Maesa lanceolata",DOI,"10.4314/br.v20i3.12","Evaluation of bio-active constituents and In vitro antioxidant potentials of the ethanolic leaf extracts of Dracaena mannii, Euphorbia hirta and Senna alata"
"Maesa lanceolata",DOI,"10.1016/0031-9422(73)85145-3","Anthocyanins of Lagerstroemia indica flowers"
"Maesa lanceolata",DOI,"10.1016/j.fitote.2015.12.022","Ericoside, a new antibacterial biflavonoid from Erica mannii (Ericaceae)"
"Maesa lanceolata",DOI,"10.1186/s12906-015-0660-1","Antimicrobial and antioxidant flavonoids from the leaves of Oncoba spinosa Forssk. (Salicaceae)"
"Maesa lanceolata",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Maesa lanceolata",DOI,"10.1016/j.phytol.2015.04.026","Terpenoids from the stem bark of Neoboutonia macrocalyx (Euphorbiaceae)"
"Maesa lanceolata",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Maesa lanceolata",DOI,"10.1016/j.phytochem.2005.05.010","Rare trisubstituted sesquiterpenes daucanes from the wild Daucus carota"
"Maesa lanceolata",DOI,"10.1016/0031-9422(73)85144-1","Phenolics of Acacia farnesiana"
"Maesa lanceolata",DOI,"10.1080/14786419.2016.1209669","Antioxidant and antibacterial activities and polyphenolic constituents of <i>Helianthemum sessiliflorum</i> Pers."
"Maesa lanceolata",DOI,"10.1155/2021/5597524","An Efflux Pumps Inhibitor Significantly Improved the Antibacterial Activity of Botanicals from Plectranthus glandulosus towards MDR Phenotypes"
"Maesa lanceolata",DOI,"10.1016/j.phytochem.2007.03.037","Anthraquinones from the stem bark of Stereospermum zenkeri with antimicrobial activity"
"Maesa lanceolata",DOI,"10.1016/j.phytol.2012.06.002","Stigmastane derivatives from the roots of Vernonia guineensis and their antimicrobial activity"
"Maesa lanceolata",DOI,"10.1002/cbdv.201600187","<i>Quercus ilex</i> L.: How season, Plant Organ and Extraction Procedure Can Influence Chemistry and Bioactivities"
"Maesa lanceolata",DOI,"10.5539/jps.v1n2p61","Chemotaxonomical and Palynological Studies on Nine Acacia Species Occurring in Sudan"
"Maesa lanceolata",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Maesa lanceolata",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Maesa lanceolata",DOI,"10.1080/14786419.2021.1917573","Potential of (<i>Citrus nobilis</i> Lour × <i>Citrus deliciosa</i> Tenora) metabolites on COVID-19 virus main protease supported by in silico analysis"
"Maesa lanceolata",DOI,"10.1016/j.bse.2013.03.020","Phytochemical investigation of Oligomeris linifolia (Vahl) Macbr. (Resedaceae)"
"Maesa lanceolata",DOI,"10.1016/j.phytol.2013.10.006","Phenolic glycosides from Tabebuia argentea and Catalpa bignonioides"
"Maesa lanceolata",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Maesa lanceolata",DOI,"10.1055/s-0031-1282668","Phytochemical and pharmacological studies of Ficus auriculata Lour. (Moraceae) cultivated in Egypt"
"Maesa lanceolata",DOI,"10.1248/cpb.58.1661","Ceramide and Cerebroside from the Stem Bark of Ficus mucuso (Moraceae)"
"Maesa lanceolata",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Maesa lanceolata",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Maesa lanceolata",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Maesa lanceolata",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Maesa lanceolata",DOI,"10.1016/j.phytol.2020.07.012","Antioxidant activity-guided isolation of constituents from Euphorbia gaditana Coss. and their antioxidant and tyrosinase inhibitory activities"
"Maesa lanceolata",DOI,"10.1016/j.bse.2006.07.006","Intra- and interspecific variations in vacuolar flavonoids among Ficus species from the Budongo Forest, Uganda"
"Maesa lanceolata",DOI,"10.1016/j.jep.2015.08.039","Antiplasmodial and cytotoxic activities of the constituents of Turraea robusta and Turraea nilotica"
"Maesa lanceolata",DOI,"10.1021/np50099a012","Ethnobotanical Drug Discovery Based on Medicine Men's Trials in the African Savanna: Screening of East African Plants for Antimicrobial Activity II"
"Maesa lanceolata",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Maesa lanceolata",DOI,"10.1016/j.phytol.2019.12.009","Bignanoside A "A new neolignan glucoside" and bignanoside B "A new iridoid glucoside" from Bignonia binata leaves"
"Maesa lanceolata",DOI,"10.1021/np50050a047","Sulfated and Non-Sulfated Flavonoids from Pluchea dioscoridis"
"Maesa lanceolata",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Maesa lanceolata",DOI,"10.1186/1472-6882-11-42","Antimicrobial activities of the methanol extract and compounds from Artocarpus communis (Moraceae)"
"Embelia schimperi",PMID,"25928352","Antimicrobial and antioxidant flavonoids from the leaves of Oncoba spinosa Forssk. (Salicaceae)."
"Embelia schimperi",PMID,"16303155","Phytochemical constituents and hepatoprotective activity of Viburnum tinus."
"Embelia schimperi",PMID,"33066442","The Inhibition of NLRP3 Inflammasome and IL-6 Production by Hibiscus noldeae Baker f. Derived Constituents Provides a Link to Its Anti-Inflammatory Therapeutic Potentials."
"Embelia schimperi",PMID,"22483325","Distinct chemotypes of Tephrosia vogelii and implications for their use in pest control and soil enrichment."
"Embelia schimperi",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Embelia schimperi",PMID,"17190444","Anti-inflammatory, anti-tumor-promoting, and cytotoxic activities of constituents of marigold (Calendula officinalis) flowers."
"Embelia schimperi",PMID,"30835544","Polyphenolic content and bioactivities of Crataegus oxyacantha L. (Rosaceae)."
"Embelia schimperi",PMID,"21890334","Determination of bioactive markers in Cleome droserifolia using cell-based bioassays for antidiabetic activity and isolation of two novel active compounds."
"Embelia schimperi",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Embelia schimperi",PMID,"5648113","Crotepoxide, a novel cyclohexane diepoxide tumor inhibitor from Croton macrostachys."
"Embelia schimperi",PMID,"39146520","Navigating the Labyrinth of Pregnancy-Related Coverage for Undocumented Immigrants: An Assessment of Current State and Federal Policies."
"Embelia schimperi",PMID,"10820798","Triterpenoid saponins and sapogenin lactones from Albizia gummifera."
"Embelia schimperi",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Embelia schimperi",PMID,"22888531","Isolation of new cytotoxic metabolites from Cleome droserifolia growing in Egypt."
"Embelia schimperi",PMID,"27518587","Naphthalene Derivatives from the Roots of Pentas parvifolia and Pentas bussei."
"Embelia schimperi",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Embelia schimperi",PMID,"11008378","A new flavonoid from Limonium axillare."
"Embelia schimperi",PMID,"10746883","Unusual phenolic glycosides from Cotoneaster orbicularis."
"Embelia schimperi",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Embelia schimperi",PMID,"27417554","Antioxidant and antibacterial activities and polyphenolic constituents of Helianthemum sessiliflorum Pers."
"Embelia schimperi",PMID,"14559281","Benzoquinone derivatives of Myrsine africana and Maesa lanceolata."
"Embelia schimperi",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Embelia schimperi",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Embelia schimperi",PMID,"25211004","Constituents of the roots and leaves of Ekebergia capensis and their potential antiplasmodial and cytotoxic activities."
"Embelia schimperi",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Embelia schimperi",PMID,"10913855","The flavonoids of four Pistacia species in Egypt."
